clean_document_sentences,reader_attention_of_each_word,average_reader_attention,sentence_length
response united states strengthened economic sanctions moscow threatening even stronger action though european union far failed follow washington lead,"[3.945795114650576e-51, 3.4885127004589656e-39, 1.2615306185779748e-29, 9.806387821781095e-44, 1.5042662414984507e-26, 2.836145279143979e-30, 9.617497953856642e-39, 1.0526915835409206e-41, 2.6858746226251387e-39, 6.039961786096408e-44, 1.398389205060413e-43, 5.1701988311949696e-37, 2.50679401705684e-40, 3.873165485165697e-40, 1.0801024578814635e-40, 3.303903736496639e-41, 1.1705849694807544e-45, 4.662908484070542e-38, 2.59775012937444e-36]",7.925323089277586e-28,19
russia way hand tragedy pressure especially europeans much tougher sanctions grow,"[1.609406013241126e-19, 1.627174522871784e-22, 1.660225165646972e-30, 1.094547259851566e-31, 4.49787180418637e-28, 6.222499346819063e-51, 4.529362797450161e-50, 9.331077913986454e-44, 3.93811369495691e-41, 6.80700964465634e-48, 3.5595201563174963e-44]",1.4645756293450607e-20,11
ukraine accused russia military supplying advanced missiles rebels,"[8.305919243891571e-42, 7.260572747750931e-39, 7.848981270502557e-50, 5.5164193502613274e-42, 2.8996089289986495e-44, 1.917156184722715e-42, 3.824137722942488e-38, 8.102624084685722e-42]",5.6907276365258945e-39,8
earlier thursday ukrainian officials blamed russian air force shooting one ground attack jets wednesday transport plane monday,"[4.7867771216349855e-42, 1.597328739858554e-47, 3.1092935624037887e-37, 3.0224879638517415e-29, 1.6326585246000972e-49, 4.8317683472082325e-51, 1.5187826976359418e-50, 3.668830143153318e-40, 8.348371651743565e-37, 1.5330452246748825e-45, 9.777239274792355e-42, 2.854114967569685e-48, 1.3115817111129145e-44, 5.297753180111562e-36, 1.130371603862138e-43, 7.818029911438707e-47, 7.904863732930467e-45]",1.7779344754363933e-30,17
ukraine admitted military probably responsible shooting russian airliner crashed black sea killing people board,"[3.3367234178731125e-56, 2.9507730988597864e-50, 8.91409954286425e-50, 3.668954259431541e-52, 3.6940129245687933e-38, 6.271227215136805e-45, 4.47243280680041e-33, 2.8958606440397507e-36, 2.3145632398048263e-40, 1.109124003941105e-43, 1.1449369271208321e-38, 5.397687064902313e-30, 3.260711890427562e-37, 9.230053670086684e-40]",3.858687692275017e-31,14
loss second boeing days threatens malaysia airlines another public relations financial blow struggles overcome industry consumer fallout disappearance flight,"[2.246323426070577e-43, 1.5663182880612197e-51, 1.0449999294717819e-51, 4.442517124879311e-39, 2.86342574954354e-46, 1.2311549096574517e-41, 3.510764951672129e-44, 1.159040458598268e-34, 5.2263921237924335e-49, 3.2040597626842487e-49, 6.768161962084427e-35, 6.26634741600939e-41, 3.1164187110098945e-48, 4.7453655905339226e-45, 8.011959481661065e-41, 3.8131074588037605e-32, 2.2798848952561145e-44, 1.870269027211604e-49, 2.8483776155032483e-36]",2.016711222580689e-33,19
thursday flight heading amsterdam crashed eastern ukraine according reports russian news agency interfax early speculation centered possibility shot altitude feet,"[1.6359477842275993e-50, 1.858536398120919e-45, 9.592527618962063e-41, 8.978181210979713e-34, 6.801439538095515e-41, 2.8126066191332076e-43, 3.006512019732184e-54, 1.4216041501089472e-33, 2.021167791897811e-37, 3.2194939016168655e-55, 3.10965173680271e-36, 4.204070499030824e-39, 3.0546721612968377e-43, 2.4349363870161372e-51, 5.101123385397878e-53, 4.1127067823728125e-41, 1.577461104254803e-27, 9.819038516440784e-32, 7.180429481976746e-26, 2.8897479303156415e-37]",3.669092821871743e-27,20
company confirmed lost contact flight coded last known position ukrainian airspace,"[2.591210243582913e-42, 4.5498154089381325e-50, 2.503328987821029e-52, 1.1217971960079642e-38, 3.9599349856244444e-60, 4.3526516569997465e-53, 5.276546849283513e-40, 2.0117905393078544e-34, 2.9932500030473577e-44, 6.017134917623603e-54, 1.949105162462252e-43]",1.829007294304398e-35,11
plane said crashed eastern ukraine near border russia russian backed separatists fighting ukrainian military region,"[4.67313205332751e-30, 1.1707711894840737e-38, 1.7959171671603333e-32, 6.874478031548003e-36, 8.64308112919284e-47, 4.167080548610949e-34, 1.6279798079363686e-37, 3.1617670136989686e-33, 5.52976228462381e-37, 1.961804311835148e-49, 2.6215244134149685e-46, 4.418341863845185e-38, 5.598767412030265e-37, 5.3119127741971574e-48, 3.5715323923307935e-47]",3.12978527072519e-31,15
tragedy unfolds obvious potential significant wreckage devastating loss life threat malaysia airlines company potentially greater single airline disaster said corporate turnaround expert ted gavin founding partner managing director gavin,"[1.8149531593025158e-51, 2.2699325762625626e-56, 8.173278180068873e-41, 1.2756096089312258e-50, 9.116079554442977e-49, 3.3086286721539466e-39, 8.132656822119116e-41, 2.4365074575236826e-37, 1.7679586540102835e-47, 1.7836528664219271e-44, 4.682652465752277e-47, 2.3213243361716916e-49, 1.6208936220375865e-34, 2.2329997819840018e-48, 6.32835441104484e-40, 1.115189917134428e-48, 6.1599644237963924e-58, 4.087944240377187e-46, 3.2194112841123543e-56, 2.7402036033015315e-45, 8.227507886612389e-50, 7.266853906521582e-45, 6.76310263384378e-48, 1.6458183695394295e-46, 3.553309906133996e-32, 7.724184888366068e-35, 5.703975142616465e-50, 1.428851924989322e-44, 4.9421889021440935e-42]",1.2335406218166056e-33,29
potentially fatal event airline also event redeem deal information public said,"[5.019678117546743e-36, 1.0413468570845968e-49, 1.7562795553768065e-37, 1.2088572981342117e-18, 2.501182499539679e-48, 1.2321204995094751e-37, 7.119818130725816e-46, 3.7579741189284156e-43, 8.477609203519218e-49, 1.125797439019031e-42, 2.218774811421574e-47]",1.0989611801220106e-19,11
missing flight,"[9.584447185909221e-42, 1.9990961367197114e-39]",1.0043402919528103e-39,2
weeks following disappearance flight family members passengers harshly critical malaysia airlines malaysian aviation authorities regarding investigation,"[1.1001554973392196e-43, 3.19050405213061e-35, 3.1872210764589047e-45, 8.486684446051776e-40, 1.3084426957287087e-20, 3.351929527927642e-31, 2.1503040793719847e-28, 2.490345479318307e-36, 7.011854766302666e-36, 5.351768940860875e-25, 7.64437397390379e-37, 3.371404118478081e-46, 1.2176930910541858e-53, 5.124834541381682e-38, 9.682556654294204e-44, 7.965059604447521e-39]",8.178101468466761e-22,16
family members accused airline officials offering information responded immediately plane disappeared months followed expressed distrust airline malaysia government,"[1.096265115002182e-41, 9.088852071682947e-46, 5.559940855530326e-40, 3.112575604968178e-37, 5.522446674663914e-41, 7.287884787560959e-44, 1.2609601844185592e-42, 2.2445254550331202e-42, 2.1988449145123525e-16, 1.9897632642955466e-42, 2.7458872730132436e-48, 1.543218436749932e-45, 9.454287428933008e-42, 2.253899669415354e-48, 1.3714314477924447e-46, 2.2659453134810488e-43, 1.9276052934885823e-46, 6.64374762459889e-49]",1.221580508062418e-17,18
way malaysia airlines handled disappearance last jet huge hit confidence said gavin,"[9.235192002967866e-48, 1.8565820431293694e-44, 7.561887145317741e-46, 6.410515793984629e-35, 1.6218497863477442e-49, 4.350859433399903e-26, 5.573383990506538e-42, 7.389545855545417e-56, 1.4040159008329613e-43, 3.249685427139723e-42, 2.875255206198381e-41, 2.0085464394097623e-43]",3.6257161998420196e-27,12
immediate hours following thursday disaster gavin said airline needs share every piece information every piece data including decision making process led plane flying recent conflict region,"[9.479250827457315e-50, 1.015517810491584e-33, 1.0670250152961932e-39, 2.4419818760143213e-57, 1.0840310086759052e-56, 1.3045254509712708e-43, 2.2064762900867714e-52, 8.244543721794958e-39, 3.632957602562795e-40, 1.4256148132741507e-43, 4.0409918643752136e-48, 6.691940318800002e-49, 5.847472927375656e-46, 9.30073906165277e-42, 6.006763447354936e-43, 1.333650968087428e-40, 4.4780848331888785e-39, 2.942768794204306e-48, 2.4677864746053507e-46, 1.3828666268880798e-41, 2.2946068467966885e-41, 5.066977826066794e-60, 4.94960246062101e-31, 8.30465812728636e-43, 1.1005110174200013e-36, 9.381839540249463e-52]",1.9076033796834802e-32,26
also must unashamed discuss possible mistakes made said gavin happen week long deliberations families crash victims hear know anything,"[2.4785721273534467e-50, 1.847236980737696e-57, 4.858269356052817e-43, 2.5282956280485194e-36, 6.663278938142253e-39, 4.620469208332979e-46, 4.4672442889076675e-53, 8.567343770358177e-43, 2.781364863752168e-43, 1.8466402359970066e-49, 5.562373552490487e-51, 9.329425526503023e-37, 3.586422050529474e-46, 9.241163084234825e-50, 7.682710749334248e-51, 4.0669379086814694e-53, 1.2054855134703357e-44, 2.1437810524607823e-46, 4.366327940050112e-30]",2.2980691620806347e-31,19
frankly opportunity talk learned done better done differently since flight,"[2.072221698175819e-50, 5.244195729308142e-45, 5.861031358022273e-46, 1.1789482460214556e-28, 3.1963777711171504e-36, 2.314709303897118e-34, 1.2421310336543484e-35, 5.112058903052441e-50, 2.896066003003155e-44, 1.3080371405020068e-46]",1.1789507169076408e-29,10
searchers apparently closer solving mystery surrounding malaysia airlines flight went missing march 8 en route beijing passengers crew,"[9.904762822495361e-48, 5.76320572863045e-56, 2.6521663961821926e-42, 1.734007473918491e-54, 7.305564222935179e-44, 1.4237559013311065e-35, 1.6031794190781323e-43, 1.0078745989918386e-31, 8.841388455123152e-40, 1.283865461716187e-45, 9.052629175711463e-42, 1.5240662807358983e-43, 3.809083432313406e-48, 3.3639108219939263e-49, 2.280817856833567e-42, 4.603248427129238e-34, 2.0889831970040287e-55, 6.791038091954952e-56]",5.625667955523424e-33,18
month airline main shareholder considering restructuring operation taking private wall street journal reported,"[1.041595777817708e-38, 1.4912468896683147e-54, 7.574588472481105e-40, 2.474851304091471e-45, 1.3385023310303385e-40, 3.9894230411335554e-50, 9.0538081533485e-46, 4.672996124697627e-44, 1.449447019224752e-40, 7.636539058161226e-43, 6.783947311182915e-39, 1.8617139807961694e-34, 3.946459753535622e-44]",1.4322279622439794e-35,13
journal used words turn around resuscitate describe strategy,"[3.226967445632871e-41, 2.067245577747999e-32, 6.476293707805866e-41, 6.758422752811325e-45, 1.2950217210075065e-37, 2.5850547154844114e-39, 5.629027928478101e-31, 2.660185152471004e-16]",3.325231440588762e-17,8
malaysia prime minister tweeted thursday malaysia launching immediate investigation loss flight,"[4.829111950110726e-31, 2.080389819059525e-33, 9.099771589628299e-36, 2.7224655067208493e-34, 1.0514962972157248e-31, 2.104415453720558e-34, 7.613225066509873e-40, 7.234078362404631e-34, 3.315674484160459e-38, 2.1679605083138019e-44, 8.357876809605882e-35]",5.376727481288763e-32,11
april federal aviation administration ordered u airlines avoid airspace black sea sea said region posed potential conflicting air traffic control instructions ukrainian russian authorities misidentification civil aircraft,"[3.1809268944777583e-37, 2.892968269943843e-33, 4.678110487632657e-36, 1.0351719694054617e-27, 6.1207040470846015e-27, 1.5210959036424785e-40, 6.766862573030229e-43, 4.671178528585127e-41, 3.077470294320573e-42, 2.0600894873832982e-37, 9.487509207029776e-35, 1.9930499480770978e-37, 1.3288735074897022e-25, 4.6993555626014195e-30, 3.8581524531377166e-30, 1.052494920536982e-30, 6.498560745870454e-24, 9.295238080210088e-40, 3.713177404941021e-40, 1.1302273293577757e-29, 6.807471488147109e-27, 5.7533232816027296e-12, 9.490452868200083e-32, 2.653187223976797e-32, 3.730148470299714e-26, 1.751605982851114e-44, 6.372823326201858e-38]",2.1308604746701526e-13,27
unknown malaysian aviation officials issued similar warning,"[8.126132797497057e-30, 1.9753719907591036e-36, 1.3666145075153009e-35, 1.447658548031903e-31, 2.4817321916776e-35, 1.15134197385087e-34, 7.34774296190797e-48]",1.1815791779052308e-30,7
airline still faces possible lawsuits family members could total millions dollars,"[7.1965429448713e-33, 9.240485335443548e-36, 1.2780821119046876e-32, 7.637024164925828e-23, 2.2058321854021476e-45, 4.985674172753983e-28, 2.652133256922298e-32, 2.044958100205216e-42, 4.463069065283818e-21, 3.548774780233205e-35, 1.8044436098164198e-35]",4.1267634595882315e-22,11
boeing twin engine boasts excellent safety record among sophisticated airliners flying today capacity passengers range 5 miles,"[5.68597140008839e-23, 9.19834721958851e-17, 3.220269229012149e-18, 2.1238241897119534e-40, 6.319620623221116e-07, 2.2742117505316729e-32, 5.266716966350983e-42, 1.7741046668458233e-32, 3.031892034861698e-14, 8.279914814407894e-29, 5.695185306454484e-27, 3.1474404412211323e-34, 9.05403417635875e-37, 3.750545115459894e-32, 2.1105188228221465e-34, 8.060967225311264e-36, 2.6369333284271466e-27]",3.7174240749190335e-08,17
bad years commercial aviation gavin said one airline lose two type airframe short time span potentially unprecedented commercial carrier modern aviation age,"[4.150880659497265e-34, 1.1097719977837475e-28, 5.0467979778565645e-24, 3.7522475944536393e-34, 3.249386680402481e-26, 7.305115918273524e-32, 5.425884638658899e-24, 4.5773359215380856e-41, 7.588289113798831e-37, 8.459185074524845e-24, 6.559520603398088e-27, 5.3424786032435613e-39, 3.279474140626523e-23, 2.83685059133542e-23, 1.3366295370838788e-30, 4.84099291982022e-32, 5.028063546625482e-32, 7.414550240432688e-26, 5.268420108289869e-28, 2.880339984298712e-23, 3.4824765832371533e-25, 1.6003883001641632e-27]",4.971009141747975e-24,22
financial troubles,"[1.2461186056910665e-33, 1.7731645884835435e-16]",8.865822942417718e-17,2
analysts said may take government rescue save company financial disaster,"[1.7911824146335767e-41, 3.019038818365723e-41, 1.9733954652981616e-20, 2.3968549115224042e-30, 1.3216043612995356e-23, 1.4865220597447997e-24, 6.854645362072323e-15, 2.3866534202720575e-18, 2.1473792140691364e-30, 2.1722986971899177e-32]",6.857051764149819e-16,10
malaysia airlines faced increased competition recent years new regional airlines tried boost revenue selling tickets rather raising prices keeping operating costs control also canceled longer flight routes,"[5.3873199181431115e-27, 5.312779696335921e-24, 1.0229080995078639e-13, 2.956183872625676e-26, 8.051402623276887e-37, 1.994660195440827e-27, 1.872263187106343e-34, 2.1246703419450275e-16, 7.689490455453274e-17, 9.27228960287924e-13, 5.93168313524619e-15, 9.205640753038618e-12, 1.2199473761864842e-11, 6.012084203862861e-27, 5.68785730203975e-18, 9.911961424735116e-22, 1.5897162323042036e-21, 9.619078204712493e-27, 4.742263295725774e-24, 5.587793949941426e-30, 2.036001926223303e-28, 2.4224679735552675e-28, 2.467043813191751e-25, 2.2022572747046277e-25, 9.853730910890976e-35, 4.392445257614108e-31, 1.4938807424059674e-15]",8.31198329681754e-13,27
strategy never took hold difficult business climate forced airline red past three years leading loss 1 3 billion period,"[7.532623935175389e-16, 5.312999498662305e-35, 1.051901818477912e-29, 2.4887545564990186e-31, 1.6268507291109784e-18, 0.9991457549522239, 1.2762893140040767e-14, 1.2191233184091381e-14, 1.165883546134099e-19, 1.6389796196091558e-43, 1.1409497782670746e-31, 5.5860137029920175e-30, 2.437267514233246e-30, 4.744980121208829e-28, 2.1543123042557288e-26, 7.767519976182872e-25, 1.2303682475074707e-12, 1.2861546913328817e-20, 1.313115775496084e-26]",0.05258661868176211,19
malaysian government helped largely unprofitable airline though previous efforts seemed provide temporary respite,"[2.433849982297193e-16, 0.0008534314154443996, 1.235271988459838e-21, 7.833089809458092e-08, 1.2486788956540153e-11, 7.398329446484443e-31, 4.6494384875386495e-35, 3.1716137423912606e-25, 3.146162590268618e-17, 2.6803852000536204e-27, 2.7565781226210663e-30, 5.99341650056931e-08, 1.9692082154697715e-08]",6.566072192897833e-05,13
shot plane plume smoke visible,"[7.69021935778655e-37, 1.7671613723483773e-22, 3.3209846862402864e-25, 1.2615444302918198e-24, 1.2054016801941407e-38]",3.566195602675087e-23,5
biggest clue far may shot malaysia airlines flight might ukrainian officials say intercepted communications pro russian rebels operating eastern ukraine,"[4.1448993582407615e-32, 2.2083229050746495e-22, 1.5619119195123054e-29, 1.1414267899161806e-09, 9.808313243512337e-09, 3.506623966231263e-19, 4.74383439244888e-29, 7.541959200102853e-21, 2.120976511703609e-24, 1.8741199498625688e-32, 3.53367361753149e-27, 1.7114819733002987e-32, 1.884408632192167e-21, 5.968439641990856e-40, 2.6456021006776313e-35, 7.940974854159722e-20, 1.3122509550069868e-30, 1.2795205696661047e-23, 2.3747492712353647e-12, 1.4576241676754601e-33]",5.476057391569743e-10,20
