clean_document_sentences,reader_attention_of_each_word,average_reader_attention,sentence_length
water main break flooded several floors brea city hall shaking knocked computers ceiling tiles stokes said,"[3.135248288965798e-39, 7.142152598097303e-39, 5.839772029140483e-34, 1.911010086489844e-43, 2.7296790856591726e-23, 3.9886922109280083e-44, 1.930444673103481e-39, 2.13743098373017e-43, 2.683240683031999e-37, 1.8729456750645735e-46, 5.765018534617007e-46, 2.8927118421138492e-39, 1.4667069692300147e-36, 1.509154428808627e-41, 2.863398042217651e-43, 1.2278971545649788e-28]",1.706057102930807e-24,16
immediately clear city hall would reopen monday email mayor immediately returned,"[1.461920586365144e-50, 1.903285609589359e-42, 1.0877753768049208e-55, 9.110290598554179e-33, 2.2567066033235828e-41, 9.810851357975887e-54, 6.772183657774946e-31, 3.902853640777921e-28, 2.35853905773231e-18, 7.0498669024092775e-31, 4.36388504104017e-38]",2.1441264164763518e-19,11
friday jolt strongest strike greater los angeles region since southern california seismic lull since deadly earthquake killed several dozen people caused billion damage,"[2.2023107324826855e-47, 1.1701242447744457e-48, 4.2724208093365395e-40, 2.2323169159218992e-32, 3.001760846929674e-39, 3.859070735237605e-40, 1.1415928540952779e-32, 3.6607487754299586e-44, 9.120742303890123e-47, 5.195483637056648e-43, 1.5277483834815945e-33, 1.165036237389491e-29, 1.829782424568743e-38, 4.075243875794933e-43, 3.5947922879574e-42, 3.988495473470308e-45, 3.727074514758142e-42, 1.32871038209822e-43, 3.7096696634032364e-41, 1.5915635879974173e-52, 5.977839452611126e-42, 1.2097910083169097e-45, 1.1904112523250014e-50]",5.080708366149042e-31,23
latest quake hit week magnitude 4 4 temblor centered san fernando valley shook buildings rattled nerves,"[6.660128984189183e-41, 1.18537371880049e-44, 1.3096894819604716e-48, 9.933193874840466e-48, 2.484271148002061e-42, 3.6843440837772845e-49, 6.354593975102745e-45, 2.0804850057132203e-45, 5.51642110277115e-48, 1.5000740579005922e-43, 3.383887125434432e-52, 5.5280829011517084e-52, 4.0867207902742943e-44, 6.618527104810375e-41, 2.0098665411779915e-56, 9.764286385576447e-35]",6.102687458611067e-36,16
appeared break 1 mile segment puente hills thrust fault stretches san gabriel valley downtown los angeles caused narrows quake killed eight people rupture lasted half second scientists said,"[8.682865436970197e-42, 7.57625533514589e-39, 2.027262897927911e-29, 7.546712303144643e-49, 7.137747521938853e-50, 2.526845754126708e-32, 7.505238918999287e-33, 3.5404091789235354e-63, 9.857616911718408e-61, 4.601853355087085e-44, 8.384299293294244e-47, 6.801445085601555e-51, 7.01861021300926e-53, 1.3514363618877476e-55, 5.545554126722271e-54, 9.972616764984615e-43, 3.6897350444223144e-46, 3.98591706796592e-40, 6.6896905309213505e-46, 2.155932630315551e-43, 4.315614006197643e-49, 4.3938673341118884e-37, 1.781709497365778e-45, 4.528438121943753e-36, 1.9871431633053956e-47, 1.7562752941260094e-44, 6.549614466396309e-55, 9.723966889646736e-43]",7.2519313041250025e-31,28
u geological survey seismologist lucy jones said unclear whether southern california entering active seismic period really quiet time stay way jones said,"[1.8349863794951513e-47, 2.5345750738466203e-41, 3.4019829338587556e-53, 3.9175825818273283e-50, 2.2003215388488197e-48, 5.443430883190171e-34, 4.585401586838853e-45, 1.5447260851259895e-46, 1.798131357708263e-49, 7.75828489396526e-51, 1.2087746013025945e-40, 1.6857936359948121e-49, 5.54799112635841e-50, 2.1598443734636594e-39, 2.597633248165064e-34, 1.745954221511724e-50, 1.6993059764635642e-54, 2.520366918143412e-47, 2.3055408649635514e-52, 4.8041244631544074e-45, 3.584082331832566e-40, 5.336685010001741e-47]",3.655041261913567e-35,22
day magnitude 5 1 quake peter went shopping family hardware store long beach though nothing knocked place home figured good time think securing television cupboards glassware,"[7.993242933161077e-48, 3.824992596905248e-51, 9.05675689440441e-53, 4.762267892389544e-51, 3.114741522721687e-51, 3.074720216568916e-46, 8.115525341975459e-44, 3.0023597658966483e-50, 1.596689087303619e-43, 1.2889155056486335e-41, 2.257910771111395e-45, 2.0667985151599444e-37, 1.8494373790846923e-35, 4.093419471257297e-28, 8.172294082483221e-47, 5.231490962324451e-29, 3.529772757178268e-36, 4.542628050975673e-37, 3.04454604348487e-36, 7.016665345820432e-43, 1.8538437897622437e-40, 1.9130352740019706e-24, 7.290319938427147e-33, 5.369699690329136e-40, 1.2402855055021129e-56, 5.464708783395797e-52]",7.3596036083645e-26,26
earthquake drought said people decorating houses without taking consideration earthquake zone,"[5.013398091102253e-32, 2.582355813687767e-47, 1.08413812137175e-39, 8.081991939349594e-49, 2.184934314632015e-37, 1.4353884397255484e-57, 4.2185281726200056e-44, 4.385141215389541e-45, 7.53552269989839e-42, 4.851518975514732e-31, 1.6412366932551694e-48]",4.866237254978613e-32,11
5 percent chance 5 1 magnitude earthquake shook los angeles last night foreshock larger event seismologists say,"[1.0239222876483695e-43, 2.2662936786551052e-41, 7.57128518076646e-46, 2.907758700961464e-41, 7.747504567831276e-39, 2.160638129758405e-50, 7.887748428943403e-26, 8.728208169196077e-36, 3.8432355906299983e-41, 1.2844325072882423e-50, 1.6893127834773303e-50, 3.702959437644125e-52, 2.3502948369308604e-35, 8.827404579969073e-41, 2.102613053983738e-24, 2.0156767159200167e-41, 3.2779766154916247e-47]",1.2832297284149478e-25,17
percentage chance something established decade research said justin spokesman u geological survey echoing earlier statements well regarded seismologist lucy jones,"[1.9529841402567672e-25, 1.6754933189308134e-33, 2.0645615001201728e-31, 1.813201220504282e-26, 1.3878968821560433e-33, 1.6585019306667197e-45, 1.3892681688654552e-40, 5.037411768260513e-50, 8.731227223248401e-45, 4.7715074822985435e-36, 2.187850796404325e-36, 4.766704874414971e-38, 8.600349465768442e-43, 4.0845136460479535e-56, 9.636592255005658e-41, 1.0916418432739384e-44, 1.6620392802376982e-50, 1.789426202689667e-35, 3.8550397699550314e-45, 4.112586511965629e-46]",1.0671531788758064e-26,20
could even larger earthquake next hours next days jones said media briefing according la times,"[3.4391620427032977e-31, 1.5937936265997812e-48, 3.171755394176518e-32, 7.801041433031372e-44, 3.923003352040767e-60, 6.069067161676864e-48, 2.3779343007229197e-37, 5.859923895068924e-45, 2.119373270444019e-57, 1.2281382965747058e-42, 2.774566150745852e-47, 5.356193258869191e-53, 8.880248811429958e-43, 9.90806124947691e-46, 2.9463648411770386e-59]",2.5042266400515076e-32,15
aftershocks following late friday temblor including close magnitude 4 easily felt number aftershocks well range normal said,"[3.209373767736098e-41, 2.705746086729782e-42, 8.303356111831037e-46, 2.037495453553765e-55, 5.272729973889011e-54, 2.5084772929246744e-31, 7.799922242735635e-48, 4.96596141668507e-59, 2.115876590773011e-57, 1.3218264991323917e-46, 5.93360310021987e-42, 4.5774782152893375e-55, 4.209944711743414e-43, 6.140259420509251e-42, 3.6393242506550515e-46, 2.3675989516238033e-42, 1.9048381489013426e-46]",1.475574878483123e-32,17
aftershocks go days sometimes weeks ground settles back stable position,"[1.6650289817243187e-50, 8.235216085587068e-54, 1.3922637482002768e-52, 4.953900238704406e-47, 2.654003414197457e-52, 2.3485412063771453e-54, 2.8079555522207942e-61, 7.773658375186e-48, 8.735575922258395e-58, 3.972438129739206e-58]",5.732972626379192e-48,10
quake friday connected 4 4 magnitude event area march since occurred different fault systems said,"[4.682290967243481e-55, 3.047973244422353e-43, 5.1479388838144557e-42, 9.600613887911772e-47, 5.947781792406224e-47, 2.171787027998654e-53, 3.5632727309332626e-50, 2.8857284864340035e-58, 4.311121598323745e-52, 1.6032422048747222e-57, 4.9295690079113265e-56, 9.590360367423485e-54, 6.548432412800131e-46, 2.5477173572535136e-55, 2.4401269268866566e-57]",3.635697714367132e-43,15
nice reminder two relatively tame earthquakes something bigger could happen moment added,"[1.5479593889391412e-57, 6.645176616860202e-45, 6.025211715502122e-43, 1.8193258677745206e-47, 8.815286678652873e-52, 5.564977100031274e-53, 4.44914104655496e-49, 3.48833015686532e-52, 4.43232569794208e-61, 2.0909040867908805e-53, 4.477587657660417e-48, 9.162475727596274e-40]",7.640473018540515e-41,12
impossible predict earthquakes current scientific knowledge though u geological survey working device able alert people earthquake four seconds felt,"[9.051192142445614e-56, 7.326288537832251e-46, 2.4503528232160614e-50, 2.0858674019193243e-43, 3.378342594548189e-43, 2.4594750856069558e-54, 4.1330597636404765e-59, 1.6164095188172985e-48, 8.484525919137286e-47, 3.869991393458139e-47, 3.722943384330703e-52, 5.4171152239790304e-55, 2.9986256011643016e-51, 1.6040942974746396e-46, 6.952801878787657e-45, 7.375550122892449e-58, 7.674194338978727e-56, 1.3233737112302287e-48, 6.541141545596428e-53]",2.917859751097129e-44,19
los angeles cnn magnitude 5 1 earthquake struck los angeles area friday night jolting nearby communities breaking water mains neighborhoods,"[4.5585825521674426e-57, 1.462364851909163e-45, 6.215027709436964e-46, 9.217625002810622e-68, 4.8288367228601946e-52, 1.4552935830787962e-60, 2.100318255812343e-57, 5.899997340709037e-59, 1.940881685544507e-46, 6.160494584023616e-49, 1.2702092467863333e-52, 2.9839858129471437e-58, 5.769072729021718e-66, 1.6635618321828284e-46, 2.3049154933968046e-49, 4.4747262041046865e-37, 1.807506452441721e-55, 3.5976228777925996e-58, 1.2865514582908238e-40, 2.7340550513350695e-47]",2.2380063901439872e-38,20
epicenter orange county one mile east la four miles north u geological survey said,"[3.211587728042626e-51, 1.3610700140723511e-45, 5.983899306734437e-48, 1.9300617828512148e-52, 6.227661749908573e-47, 1.2691963081896012e-51, 1.4300103244731339e-42, 1.0092417755574002e-52, 8.69290418686877e-59, 1.120639770416818e-53, 1.7590626697530435e-46, 1.7346448899262696e-52, 1.034808116141874e-44, 4.636359734063799e-47]",1.030007150706523e-43,14
shortly earthquake nearly two dozen aftershocks followed,"[5.697364192715665e-43, 1.3281858884357177e-41, 2.8759466932613467e-46, 5.750539390596257e-42, 5.6772717553729465e-55, 7.634236440819215e-59, 1.8265895378866352e-53]",2.8003460412733088e-42,7
magnitude 4 1 shake rattled area saturday afternoon centered mile quarter southeast los angeles county community heights geological agency said,"[6.162995656573039e-51, 7.618582893109612e-59, 1.1624671753360084e-53, 3.0922612523515384e-54, 8.010158214726485e-51, 4.744347406694642e-51, 5.279147079862712e-52, 6.0011825655273426e-43, 2.9162841912980224e-55, 7.565966667929325e-58, 2.7662166794568296e-50, 7.250116687983853e-55, 4.157325043403903e-49, 3.4268485339101297e-34, 4.567759083573777e-44, 6.880349969487561e-54, 2.3082561240104057e-50, 6.0400589808000555e-46, 2.3026452243877176e-40, 9.732534383440022e-46]",1.7134254215145453e-35,20
friday night earthquake authorities said police local fire departments assessed affected areas found damage significant injuries one minor injury reported orange county emergency officials said,"[5.914574067205372e-53, 1.568379632813482e-51, 2.707973554457236e-44, 2.6695493838650376e-45, 2.7623276677260673e-53, 3.3351120197482623e-34, 4.035270542761834e-32, 1.7350156786917789e-43, 3.063761330186642e-46, 3.360598599975282e-52, 3.3703517878849363e-49, 1.5296541321394464e-40, 2.007114320430422e-48, 1.4623270660085894e-59, 2.651712995921065e-54, 6.609000165327635e-44, 4.350348125817546e-48, 9.689629852762772e-47, 4.8456987152688735e-54, 3.660418167537465e-37, 8.96777265611251e-46, 1.050745416913299e-46, 2.2752484395754288e-45, 1.417226320822231e-52, 1.3027780675660572e-52]",1.627463312985935e-33,25
tonight earthquake second two weeks reminds us prepared los angeles mayor eric said,"[5.069841261758371e-50, 9.27484114134704e-39, 5.0530171532945364e-43, 3.1922465581053437e-38, 3.186596162924097e-41, 5.900863945414366e-29, 1.1201334506010468e-36, 1.7464416856297584e-23, 2.355958025894687e-44, 1.1057092462607875e-49, 7.120702964753378e-50, 7.065399745226231e-51, 4.553944318163773e-31]",1.3434212554102023e-24,13
hour earlier magnitude 3 6 tremor struck area according u geological survey,"[1.661121343834563e-51, 1.4567026391767554e-24, 5.408884900680435e-50, 3.63941589286602e-47, 4.531004598219947e-57, 4.5180067190196623e-48, 3.5614708344909154e-54, 5.681480514807738e-57, 2.3297800472840133e-49, 2.9479073333677255e-46, 6.494313656843155e-45, 7.026989809945655e-24]",7.069743707602008e-25,12
quakes come heels magnitude 4 4 tremor hit near downtown los angeles week ago shook nearby buildings cause significant damage,"[1.899180377444186e-33, 7.195135110497176e-45, 6.344881239919339e-56, 4.846629549942663e-40, 1.8403913510853893e-38, 3.4169133360306753e-35, 1.0899966585648982e-46, 5.179809978996408e-50, 5.458553337821382e-52, 1.448265055169631e-47, 3.3374262174993214e-48, 7.991207102884749e-37, 1.1919584370745464e-42, 5.5484266121853504e-40, 7.334721764436562e-46, 3.4774078443883836e-40, 4.7311389103355584e-30, 3.83445586546466e-48, 2.4453655951750442e-40, 1.12106170133501e-37]",2.36653659555507e-31,20
southern california experienced relatively minor tremors since magnitude 6 7 quake killed dozens caused billion damage stands second costliest disaster u history hurricane katrina,"[7.102703433873238e-42, 4.76994995211577e-46, 5.4225812129832886e-40, 9.898606027091061e-48, 9.652700704529244e-48, 2.8113776981650154e-34, 9.822133861771268e-47, 1.4402128059905285e-44, 7.558704859883347e-44, 9.836693530974226e-47, 8.495873591702185e-53, 6.177406219269257e-41, 2.4559721756183937e-54, 9.236101125369455e-36, 7.800998836775232e-47, 8.219634672285867e-36, 7.952110466147006e-44, 1.2281475487503843e-45, 2.676988263373376e-36, 2.3560983120303465e-31, 4.65829310874807e-37, 4.8804336186553295e-31, 4.4523528182868325e-39, 4.6456452529218165e-43]",3.0164788935661657e-32,24
earthquakes less magnitude 5 5 usually cause significant damage casualties though results vary region geophysicist paul said,"[2.8354248203852895e-29, 1.431713565117485e-44, 1.4152632289173717e-47, 5.136798685309864e-40, 4.213778748884041e-37, 3.7824242785169518e-31, 5.305870201452476e-44, 4.1284072180184585e-34, 2.5872122381579695e-36, 2.6042105536833053e-38, 8.43840753242865e-41, 1.0062010519725103e-39, 1.4270802812715667e-48, 1.7415504892965418e-44, 1.2441486613055873e-34, 2.980368234078525e-41, 1.1676886752848596e-49]",1.6901782896211115e-30,17
damage often depends construction codes types rock exist underground said,"[8.03307660461447e-55, 1.501504174299238e-52, 2.3083470680236895e-50, 4.493388173920966e-55, 1.231644561627796e-35, 2.4471292000689555e-56, 6.326108256503068e-38, 1.7912669963103376e-50, 1.3989351780450215e-43, 2.979103068250314e-53]",1.2379706838736552e-36,10
magnitude 5 1 earthquake shook los angeles area surrounding counties forced several dozen people one community homes firefighters discovered foundation problems made buildings unsafe enter authorities said saturday,"[4.5885691575863466e-42, 7.437728582832553e-60, 6.773449831439417e-45, 4.094382648796277e-50, 1.262032957203232e-49, 3.203866229761647e-48, 1.3884969040900846e-43, 2.6287197947084885e-37, 3.9448975448702e-34, 3.9815025352495604e-43, 4.409721577387202e-45, 1.0888379734957826e-31, 1.551799195549395e-47, 4.959496274184601e-41, 3.235228621369653e-42, 9.300586760174453e-36, 3.6117514554102425e-33, 7.047041980742461e-33, 2.52711388314089e-41, 7.212363159700308e-48, 1.705724589408451e-55, 2.0693251840354302e-32, 9.954848375447608e-41, 1.8565330154312908e-33, 1.7765681397144086e-41, 1.9671981642227894e-35, 2.493851951461212e-47, 2.2570043893092605e-49]",5.089860751319205e-33,28
u geological survey said quake struck 9 p friday night centered near brea orange county miles southeast downtown los angeles felt far south san diego far north ventura county according citizen responses collected online,"[1.0872999005546716e-57, 1.3469510871174723e-39, 9.994091859936306e-48, 4.369042668874736e-49, 2.6288679492323373e-36, 1.7175053454016717e-36, 7.055649671499252e-27, 4.011257408584073e-40, 3.86611663625559e-55, 3.747687863038272e-51, 1.547622122947114e-51, 4.0845769273420136e-58, 2.1815212839700939e-44, 2.7600484405186136e-47, 1.3728845291339201e-43, 5.8433321904097446e-49, 3.78675227627514e-40, 8.572442367583185e-31, 1.0037389517024435e-37, 6.321898765657387e-39, 3.467403137022399e-43, 7.553335040552212e-31, 2.4832698560709266e-41, 1.1512978955553613e-44, 6.116271459711535e-39, 1.4234017645262952e-25, 2.9278229736714e-42, 1.0898044546408407e-23, 1.3180490394926167e-42, 2.967285905082334e-33, 3.0928143084020083e-44, 1.629878483964587e-25, 1.6815119740435362e-30, 3.814859870894688e-16]",1.1220176420585303e-17,34
quake preceded two smaller foreshocks aftershocks followed including magnitude 4 1 hit saturday afternoon largest sequence far injuries reported,"[6.2960771947523265e-19, 3.8047982169597706e-35, 2.315832712002452e-33, 3.499096738596103e-27, 3.3115555898233545e-24, 3.2181353685093526e-15, 3.83076066665154e-40, 1.2003599500282964e-06, 2.817000507719207e-41, 6.235199499628384e-39, 5.455721664642101e-27, 7.59503842510104e-34, 1.6790479472853956e-37, 3.0003792430075007e-18, 4.143494526676691e-27, 1.6125880334209775e-30, 7.327887751110683e-24, 5.440257859669995e-46, 2.5133555552823927e-27]",6.317683964474009e-08,19
fire crews red tagged apartment units building orange county city finding major foundation crack structural woes including broken chimneys leaning uncovered half dozen single family houses also deemed unsafe occupy building inspectors clear structures damage displaced residents,"[6.472844950344879e-31, 7.885621303155516e-26, 5.96539713485592e-45, 2.988346203960445e-43, 2.1557908325972312e-29, 1.3202574827730272e-32, 8.379682948051927e-19, 2.9685328170082395e-43, 7.007691666811424e-23, 1.2472111236291433e-41, 1.6299457049099384e-27, 1.1490730537198436e-23, 2.2815041091755874e-25, 2.8224397286902686e-37, 1.4583748551063026e-16, 2.87474093204777e-17, 6.79444252928667e-29, 2.4485046674349928e-18, 1.4342497239495122e-27, 1.7803978965511584e-19, 2.864022440260561e-41, 2.375668195399578e-19, 4.369422243283425e-35, 5.7164259094492245e-30, 2.333247659687451e-24, 1.175895990108463e-28, 3.6906438603729867e-22, 7.126644085918633e-46, 1.4761820226537674e-31, 1.1356523691647822e-38, 2.3071339155493847e-25, 1.5488900741307844e-16, 1.556767484447574e-29, 1.774017328876e-32, 3.957000750236684e-12, 7.02979190585628e-30, 2.1176260325037e-31]",1.069549709911353e-13,37
despite evacuations friday night magnitude 5 1 quake centered miles south downtown los angeles mostly frayed nerves,"[2.209376699760087e-22, 1.2699807068088097e-35, 4.9825136992046405e-33, 3.4141924719630995e-46, 4.440179731935055e-27, 3.805484957367958e-24, 1.8960313740695653e-37, 2.0489320891406532e-24, 2.7533813466042293e-22, 2.3356252176659366e-48, 1.4669858641084417e-39, 4.2578637016688576e-37, 3.55085508327317e-37, 2.3807716682027885e-30, 4.454236854544592e-29, 6.221933457116482e-34, 9.287316586236918e-36]",2.9537335811261185e-23,17
los angeles times reported residents la posted pictures social media showing broken vases topped furniture items scattered homes,"[9.723455601925455e-34, 2.5681127457138278e-31, 3.2785925855609286e-24, 8.887649891478837e-20, 4.673065557147548e-24, 7.906105480443945e-39, 1.7359893567348197e-40, 1.8052928427526597e-48, 8.468852364588911e-44, 9.363918567358872e-56, 1.3607823345874968e-30, 7.956716391059415e-39, 6.524073166744908e-39, 1.6672409499720752e-36, 1.5598817840148919e-25, 2.419671923510386e-35, 1.332680765026468e-28, 5.91516485171445e-33]",4.938033705333448e-21,18
power outages reported neighborhoods near epicenter according report,"[4.275176368580747e-34, 4.93828612157538e-29, 4.74806917969535e-38, 1.2236123625556535e-58, 3.961972273835186e-41, 8.664300469411912e-29, 2.5318100045020062e-39, 2.1716032248418026e-38]",1.7003286687409738e-29,8
broken glass gas leaks water main break rockslide reported near epicenter according twitter updates local authorities,"[6.538554340768096e-44, 1.6930877434220583e-43, 4.1565336341731306e-38, 5.086172578067352e-35, 1.400358102662487e-50, 5.1474778453922074e-31, 1.4724893742459208e-46, 4.0082557303361675e-35, 2.1556531751878804e-52, 1.1551226444817397e-43, 2.008131470155146e-46, 4.995772458870856e-37, 3.379065901309984e-53, 7.918049754480498e-44, 3.38427795488153e-49, 2.2135228828464172e-46]",3.2177454372832313e-32,16
lot glass place shook like crazy said started like roll started shaking like crazy everybody ran outside hugging streets,"[7.322642084916082e-45, 2.4101231488500917e-37, 3.7202574989649745e-56, 1.407055920954644e-50, 1.9545714598698227e-41, 4.4697110700969057e-35, 1.9977943517818742e-31, 1.0499246964183892e-47, 1.064625998236533e-56, 3.9800031137482416e-55, 1.219330239506667e-47, 2.9673524113047624e-46, 1.0160906209934227e-44, 1.923014161212918e-42, 9.566050734954964e-50, 2.2919521018913096e-46, 2.8062761552464295e-53, 8.136724239559716e-49, 1.0025812310276133e-41]",1.0517072280669254e-32,19
helicopter news reporter tv reported rides disneyland anaheim several miles epicenter stopped precaution,"[1.729967565805216e-37, 3.867774316095284e-40, 1.159652778700174e-34, 9.690469248320092e-52, 1.217108115030512e-45, 9.119219220831212e-30, 8.266012145585915e-31, 1.3358720120062134e-33, 1.259644895737752e-35, 1.2858872461801433e-50, 9.4593355458144e-35, 1.1654214156824213e-46, 1.3160208384802223e-42]",7.651830489129957e-31,13
