comment_sentences,word_mover_distance,useful_wmd
félicitations cette rédaction chirurgicale tranche quasi dévotion médiatique entrepreneurs emblématiques ego boursouflé non conscience éthique doctrine libéralisme échevelé déjà l’arrêt bosman conduit football dévoiement essence première rugby ouvrant portes mécènes golden boy flamboyants mal danseuse flatter sans cesse encore besoin fausse lumière a suivi cette voie paie aujourd’hui note n’oublions gang mortifère altrad main basse xv france va être savoureux d’observer comportement laporte simon conscience goze service irrémédiablement éteinte ,0.8363039808787975,1
quoiqu’il arrive fusion peut foirer tas raisons présente saison top 14 irrémédiablement faussée car si joueurs pensent autre chose terrain bien normal l’engagement n’y sans dernier pourcentage plaquages ratés va considérablement augmenter ,0.8000945233146155,1
bref 2 zigotos fait n’importe quoi ,3.154173021846543,0
nouvelle particulièrement triste etant amoureux rugby sachant pourrai m’en passer j’irai voir supporter massy fait travail extraordinaire auprès jeunes mémoire près 20 jeunes diffréentes équipes france ,1.1899315379623308,1
pro d2 moins âme ,4.290207011840618,0
oui chaîne l’équipe a succulente idée retransmettre « 3e div » ,2.2156977289785025,0
ami niçois massy 2ème division pro depuis dimanche ,3.0665353691523163,0
cela a pu échapper c’est signe destin club meure autre apparait ,1.9900015968399485,0
sais massy pro d2 signalais simplement désormais « 3e div» viable chaîne tv md ,3.0028528428009924,0
heureux lire c’est opération uniquement financière n’a rien voir e sport ,1.6663217959479006,0
c’est conséquences inévitables sport professionel  transformer sport entreprise spectacle n’a rien faire valeurs sport général rugby particulier spécialement l’esprit cocher – plus belle expression – n’a plus aucun sens cette fusion ,1.155662447467825,1
fin vont pouvoir continuer acheter n’importe quel joueur payer s’entrainer 8 heures jour pouvoir encaisser matchs tous weekends plus compétitions internationales …et protocoles commotions c’est bien triste ,1.361504600984363,1
hop 2019 quatar rachète tout ça ça devient paris saint rugby zlatan l’aile serge aurier l’ouverture… ,2.293887315170284,0
ps  bon courage futur maillot ,2.6325495790184896,0
s’il a fusion vont retrouver 30 joueurs contre 15  vont donc gagner championnat  c’est légal  ,1.6990579171735898,0
devient urgent définir profil type l’entrepreneur rugby durable réellement constructif l’équation grande grande ville  pognonpognon  approche managériale classique monde affaires  poignée variable d’investissements publics semble avoir pris torpille sous ligne flottaison paris devient rugbystiquement tout aussi « fluctuat » « mergitur » rochelle 75 000 habitants solidement tête top 14 ça va merci ,0.9621497412035808,1
vendons encore peau l’ours jours sfrugby démarre grève bravo soutien supporters va monter faut profiter situation étendre révolte d’abord joueurs castres devraient accepter 5 points gagnés tapis vert faire grève tour déjà ça ferait bel imbroglio autour match peut rêver aussi qu’henry chavancy entraîne potes mouvement carter grève ça classe – a porté nœud papillon racing 90’s lors finale barcelone peutêtre vatil tour défendre certaines valeurs rugby dont résous qu’elles toutes disparues après tâche d’huile tous joueurs top 14 grève reconstruit derrière peut rêver non  tous cas d’ici là faut soutenir joueurs stade papé for president  ,1.0887830073257805,1
jamais remis l’ententefusion lombez samatan ,2.4026360479637616,0
c’est parce qu’on connaît rein rugby qu’il faut faire dire n’importe quoi preuve  ,1.9181284618554406,0
leo ,6.208610428205561,0
oui guillaume erner a bien décrit situation établissant passe osée l’opposition entre heideggeriens wittgensteiniens  ,1.519216290764859,1
oh oui oui éric comme entre cérebrotesticulaires gastrocouillards md ,1.9109738639753666,0
sans vouloir faire l’avocat diable hein… ,2.6923680745100644,0
1 paris n’est ville rugby affluences moyennes sf 12k racing 8k lamentables cette mégalopole mérite probablement deux clubs pros comparaison londres impossible londres a vraie identité villages quartiers enracinés paris n’est qu’un agglomérat provinciaux immigrés attachés terre d’origine ,1.0095057308102575,1
2 joueurs doivent leurs gras très gras salaires leurs mécènes savare lorenzetti doivent ni leurs résultats sportifs ni spectateurs car budget deux clubs déficitaire sans l’apporte extrérieur sugar daddies alors s’ils veulent faire grève ok qu’ils remboursent donc l’argent indûment versé indûment car perte deux dirigeants ,1.2392418054902543,1
cette fusion bien égards n’est idiote tant structures amateurs n’en souffrent monde professionel faut réveiller là outre chacun deux clubs luimême produit d’une fusion récente alors bon… ,1.1697351781713268,1
bon puis paris là enlever co ville castres limite criminel paris spectacles clubs sport distractions manquent ,1.688794472349175,0
a plus distraction castres bassin 70000 h qu’à paris 10 habitants région parisienne tout réduit étriqué sans aucune traditionle mercantilisme triomphe…combien piscine habitant rp  combien stade combien salle cinema  theatre etc… ,1.2793136603680877,1
connais bien 2 avoir habité castres habitant maintenant 94 ,2.8792570990008217,0
clubs parisiens n’auraientils simplement problème gouvernance stimulant guère l’ancrage local  matches joués havre racing mans stade français n’aident vraiment supporters sentir vraiment chez ni stades consentir trop d’efforts séduire simplement conforter mêmes supporters ,0.8681847810875883,1
c’est stratégie conquête nouveaux publics tinte haut clair marketing révèleraitelle brin suicidaire terme l’esprit club processus d’identification d’un public club l’art vivre ensemble  délaisser peu trop systématiquement enceintes liées l’histoire club double tranchant ,1.091694317225592,1
enfin stades si modernes si pratiques froids lisses fonctionnels comme laboratoires certainement fort belles machines spectacle spectateur plus forte raison supporter s’y sentil si bien ça s’y rendre deux trois fois mois payant place  ,1.1737662588981745,1
d’énormes efforts investis aspects disons périphériques sûrement assez cœur réacteur  l’équipe qualité jeu présence joueurs formés club région parisienne staff bénévoles toute puissance humaine rugby n’est copiant recettes d’autres activités rugby va trouver retrouver vraie place paris contraire innovant ,0.9993423208646315,1
c’est qu’avait su faire max guazzini véritable sorcier rugby moderne capable porter sans renier l’humain vrai projet rugby gagnant toute sauce d’animation communication mousse parfois blingbling l’époque très inventive ,1.2474391289654183,1
veux bien croire résultats bien bons matches bien excitants renvoient public télévision donnent envie s’assembler bord d’une pelouse rugby ,1.2490773417145815,1
comment font rochelle remplir stade marceldeflandre quand l’équipe joue 2e division hmmm  md ,2.0559583430176,0
ouais racing sf jouent plus souvent match stade malgré tout ,1.8680158262701707,0
l’affluence parle beaucoup sf a plus spectateurs actuellement lors l’ère guazzini c’est l’origine délocalisations jean bouin nettement moins places cette époque sauf c’était rempli donnant illusion masse plus politique prix très accommodante matchs sdf neutres voire négatives financièrement parlant ,0.8651519086040148,1
comparaison rochelle n’est forcément bonne chose l’asr tout comme l’asm toujours rempli stade pourquoi c’est difficile savoir sans doute part culture choix alternatifs… ,1.2503980892423323,1
estce rochelle taux remplissage sans résultats ,2.214747889980649,0
pourrait aussi dire psg rempli stade juste côté jean bouin sf remplissait stade champions france racing itou problème donc plus structurel conjoncturel ,1.1327367469514311,1
joueurs sf posent « poil » calendriers doivent maintenant cacher viande rhabiller… ,1.6837533238151934,0
…pour préparer fusion capitalistique 2 clubs ,2.2808740746672886,0
penser remercier affairistes passés club  guazzini laporte galtié… ,1.9761425742032883,0
bémol désastre annoncé français moins touchés car »armada pro rugby 50 d’origine exotique roule plus « rrrrrr » ,2.2397142658654707,0
vit époque formidable  ,2.6713313892221735,0
approche politicoéconomique ,3.3501668074102775,0
quand libéralisme exacerbé impacte rugby permettre d’acheter joueurs créer grosses écuries réactions moins vives ,1.5629911878915326,1
quand montre face obscure véritables buts crie scandale ,1.417696198699749,1
cela fait années tels drames produisent vraie vie laissent trottoir tas « braves gens » hagards sans ressources… ,2.000436486954382,0
alors vient produire n’est rien phénomène cible cette fois sport médiatisé encore très apprécié combien temps quand voit piètre qualité top 14 triste équipe france alors réactions plus vives ,1.5641536245362642,1
approche rugby ,4.479634201709635,0
thomas savarre fils papa comme l’appelle mourad boudjellal lorenzetti  suisse ex pdg century 21 investi clubs rugby hommes d’affaires comprennent ni ressentent spécificités culturelles rugby  tout touche passé amateur sport ennuient mieux tout propos démontrent qu’il veulent totalement l’occulter alors oui quelle tristesse deux clubs histoire connais bien avoir pratiqués pendant nombreuses années ,0.7893216745660993,1
petite anecdote finir démonter qu’ils n’ont rien compris rugby a quelques années alors savarre venait reprendre stade français j’attendais ami ancien joueur l’aéroport hyères venait commenter match rctsf lendemain thomas savarre attendu dirigeants sf 1ére paroles arrivée a  alors joueurs couchés j’espère…il 22h… ,0.9211999273413275,1
j’ai pensé resteras longtemps club……… ,1.8134378428971807,0
j’espère projet capotera ,3.8267335744454534,0
d’accord l’ensemble sauf l’équipe france guy novès parle bientôt nice rugby  ,1.645643047508249,0
lorenzetti fondateur foncia century a affaire foncia peut être surpris formule 45 45  45 …… ,1.9382489509778162,0
notons ailleurs paul goze tête d’une franchise foncia perpignan n’a manqué relever facétieux mourad  ,1.2142873698635959,1
bon d’accord c’est lamentable vois qu’il faut voler secours stade français nom valeurs ancestrales rugby veux bien… ,1.509754888815132,1
1990 où stade français  casg groupe b l’époque aujourd’hui reste sf grâce l’argent max guazzini entre autre devenu puissance rugby bref max a fait jacky voudrait faire tout monde trouve ça dégueulasse pourquoi après tout  sf a grandi fric périt fric trouvez ça anormal  n’est valeurs rugby  elles où valeurs rugby 15 titulaire toulon acheté prix d’or  l’émotion toujours géométrie variable c’est ça c’est l’émotion please évitons arguments économiques vraiment faveur stade français sans mécène actuellement fédérale 2 ,1.227400315550631,1
hypocrite tout sport haut niveau devenu grosses entreprises commerciales dont gestion financière doit être stricte joueurs employés taillables malléables curseurs d’ajustement résultats financiers peut comparer sort employés salariés entreprisesmais comment expliquer jeunes amateurs formation l’idéal sport n’est tant l’élévation soi l’argent qu’ils pourront amener équipe ,0.786201313784186,1
ça pique piquessary ,4.319313489221769,0
capitale spectacle montrent 2 présidents n’est brillant loin rugby après joueurs rubrique faits divers faut occuper ring ,1.2242162752105838,1
méthode assez perverse ,3.664844504643217,0
rien dire contenu article si n’est correction intervenue wasps semble trop grande sévérité savare aime vraiment rugby auquel père principal actionnaire groupe n’a laissé choix j’observe tolosa prétendument 92 lâché fiel altrad goze l’occasion sait toulousains jamais jaloux autres monde entier jalouse toulousains… ,0.8505829940003201,1
tout cela vrai faut ajouter terme capitalistique marché deux hommes trompés car détruit valeur perdu l’argent l’un deux continue tromper car créera valeur non plus agissant tel qu’il fait actuellement ,1.3980818446363512,1
1 bonne nouvelle nice rugby tous suiveurs reviennent… ,2.65298770732565,0
moins bonne c’est pillier va tarder rappliquer non plus ,1.907585681260942,0
2 fond l’affaire préoccupe ok  fallait douter qu’avec pieds nickelés savarre lorenzetti allait avoir grabuge… ,1.825075538712285,0
bon vu complexité juridique cette fusion …suis qu’ils pensé tout  non verra vendredi ,1.6899476972230754,0
glop ,7.169104587389548,0
sinon altrad maillots l’edf parle  plus tard  😉 ,2.64933263399582,0
glop ,7.169104587389548,0
qq petites questions  ,3.8394005767288104,0
condamné manière titres nationaux européens rct pourtant acquis coup mêmes millions recours mercenaires austraux  ,1.488240704302731,1
quelle décision savare auraitil prendre  a perdu ronds cette affaire dépit sacre l’an passé continue d’en perdre ,1.5132264755933922,1
enfin irlandais ontils saccagé rugby lorsqu’ils pris décision a plus 10 ans regrouper leurs équipes professionnelles province laisser villes secteur amateur  ,1.4439576517802446,1
bonne journée ,4.493470537171627,0
blog existe depuis 2007 conseille jeter œil l’historique ,2.7026682882374935,0
quelle bonne nouvelle retrouver blog analyses pertinentes regard technique acéré références culturelles solides d’ailleurs commentaires général très bonne facture également souvent bienveillants change blogs grand public lourd merci continuez publier ,1.3082720535693615,1
concernant cette fusion dis peutêtre bêtise vitrine principale rugby c’est xv france d’avantage clubs si fournissent réservoir joueur alors peuton profiter cette fusion ramène nombre clubs 14 13 passer fin saison top 12 comme angleterre 2 clubs relégués seul promu pro d2 puis limiter nombre joueurs étrangers championnat faire jouer jeunes futurs joueurs xv bleu recette marche angleterre n’y a raison mêmes causes provoquent mêmes effets si grands clubs comme sf perdent l’argent sûr modèle économique top 14 tant vanté si solide ça… certes c’est lnr a cordons bourse si c’est arriver type fusion c’est quand gâchis ,0.8707631655370021,1
bazar fomenté « savarenzetti circus » tout point remarquable  grève illimitée joueurs stade français première  action soutenue provale syndicat tous joueurs rugby pro france  levers boucliers clubs supporters  solidarité tous anciens stade français  report lnr ligue nationale rugby organise championnat deux matches top 14  coup plainte montpellier veut rencontre face racing lieu… dirait peuple rugby veut laisser manipuler imposer projet prétendue fusion tombé nues sans prévenir quatre jours dernier match tournoi 2017 l’instant quinze france compte 45 joueurs deux clubs rangs bronche md ,0.7809463314783129,1
cette fusion d’entrepreneurs a interaction 2 personnes subjectivement atil corruption active  ,1.7079508185906729,0
sacré secousse capitale d’un côté acte concussion face acte corruption…………… ,1.916573835774756,0
quel souk ,5.538102061531844,0
bon match tous ,4.085424193994536,0
projet abandonné désormais cela dépôt bilan fin l’année 45 joueurs pros donc virés ainsi cinquantaine salariés s’occupait section pro franchement fusion moindre mal ,1.4329001341285414,1
fait budgets proches 40 m€ quasiment identique celui l’ogc nice football professionnel sans l’apport indemnités transfert rugby pro moribond reste encore passionnés éponger 6 8 m€ pertes annuelles chaque club combien temps  ,1.0070330464853308,1
