comment_sentences,word_mover_distance,useful_wmd
bon souligner travail l’entraîneur staff club celui président joueurs adhérent cet ensemble public yellow army contribuent perpétrer image positive forte club icône forte toute région vivement dimanche deuxième bouclier auvergne asm jour asm toujours ,0.9063933989864756,1
estil possible faire sport affaire d’etat  rugby jeu jeu gagnants perdants lot « chambrage » va etre vexé railleries rappels défaites quand perd encore c’est normal n’est acharnement ,1.5193850814622558,1
chambrer ok  faut savoir s’arrêter répétition c’est lassant çà finit être blessant tous ceux faut l’effort d’offrir meilleur ,1.6892154076608796,1
… font l’effort… ,4.668274235933612,0
c’est principe chambrer… faut prendre ça c’est jeu plus plus bon enfant plus blessé plus « chambreurs » continueront oeuvre prendre recul ça dit quelque chose  ,1.8399506385604285,0
a chambrer gentiment aucun problème chère madame  auvergnats l’acceptent savent rire  ,2.2053957293059674,0
puis a chambrer méchamment comme certains citerons  ça ferait encore trop d’honneur  reconnaîtront …  trop c’est trop  ,2.133184287508398,0
joueurs palmarès d’autres n’auront jamais  ça personne enlèvera  font fierté peuple auvergnat plus savent rester humbles  n’est cas tout monde … vive jaunards … ,1.376060788698341,1
j’ai réponse c’est non savez prendre recul cher monsieur rugby  sport  jeu  s’amuser  prendre sérieux ,1.8602973622214352,0
d’une naîveté confondante ,3.4965628644167963,0
quand sait implications économiques mises jeu rugby professionnel n’est plus jeu ,1.8202601023519889,0
bon enfant l’amitié triomphait troisième mitemps quelquesoit vainqueur ,1.9365758453725115,0
a conséquences lourdes aujourd’hui sport marche rentabilité blessures graves certains trainent toute vie licenciements sauvages mises banc société etc… ,1.136573103795689,1
revenez pieds terre rugby n’est  s’il l’a jeu cour récréation ,1.6540311798337082,1
quelle région  toulon  ,3.887368992571067,0
parce qu’avec moralisation 2 balles arrogance pareil ça m’étonnerais … ,1.9049894763172575,0
ca va ça comme chambrage  ,5.398646829995291,0
mentalité rugby c’est d’être humble courageux terrain c’est aussi soutenir équipe toutes défaites réussites cela  l’asm excelle autant joueurs staff supporters peu clubs peuvent s’en vanter oui fièrement… ,1.2653140836143333,1
sûr c’est donnez l’exemple valeurs rugby lecture 2 premières lignes commentaire syl… ,2.2743922496621383,0
fallait simplement aller jusqu’à 4eme… ,2.8338825013607662,0
merci cet article criant vérités c’est très bel hommage rendu clermontdes frissonsquelques larmes yeuxen esperant aller bout dimanche prochain ,1.2635997110332438,1
part bravo jaunards  souhaite laminer cette équipe rct cette année n’a rien démontrée  ,1.588557216187354,1
trouve particulièrement injuste système phases finales top 14  l’on voit club riche d’une première place fin championnat sorti équipe revient d’on sait d’où  ,1.219550759598119,1
si cela ainsi c’est ffr bonnes raisons … business oblige … tant pis l’éthique  ,2.0561376647706506,0
2 3 matches plus fin championnat bien ridicules font ,2.1011064394268146,0
fric  blessés plus dénaturent principe championnatle 6ème peut finir 1er c’est grotesque  ,1.224082740394574,1
c’est pourtant principe plupart sports planète foot faisant partie exceptions ,2.2319549756607167,0
si formule convient rochelle déclarer forfait car phases finales ça fait 100 ans ça dure t’a moins entendu quand toulon 1er classement a battu 12 finale sf sorti aussi d’on sait haine anti rct a encore beaux jours devant elle… ,1.3380988625512333,1
prenez jaunard donnez vin fromage peu charcutaille…des jeunes charnière monstrueuse d’intelligence  8 4 top ……envoyez jeu ……et ferez plus heureux hommes ,1.9097661876278087,0
bien a rien gagné soir d’avoir semaine bande mecs rappeler l’asm perd finales comme d’autres enfilent perles…et bien  dis soir s’en branle  ,1.789472569298825,0
parce soir a vu jeu drame gamins tout juste sortis jupes mère bonne fêtes mesdames faire tourner bourrique bande stars surmédiatisées …voir surpayées…excusez peu 14 contre 15 pendant 40 minutes jaunard « oublier » d’envoyer carte postale marseille deux vieilles gloires championnat 2016 « amis » ruiz bonhoure  an l’on rumine « haut » fait gloire l’arbitrage français soir savoure reste …vous comprendrez  s’en tamponne coquillard  ,1.0548232382980238,1
bise jacky ,5.104106270740677,0
finale verra semaine prochaine enverra jeunes nouveau deux seuls deuxième ligne restants magasin bonne poignée paire couilles …mais soir boit petit lait …oui enfin lait … ,1.3062829869638823,1
aime bien commentaire  mieux dit etais régalé  asm si pleure pire fois an  a pleurer tout dimanches  ,1.4706839769208329,1
merci lettre a bien expliqué ceux pense fière asm parcours supporters vive rugby ,1.854062670440309,0
merci cet article si juste discrétion d’un club magnifique monsieur azema très grand entraîneur clermont prouvera cette année c’est inéluctable l’intelligence certaine humilité peuvent dominer paillettes bruit médiatique inconsidéré ,1.093632098645992,1
moins pourrez targuer d’avoir beaucoup lecteurs auvergne…le jeu clermont effectivement régal écrivez très bien petite dose mauvaise foi bien amusante c’est bibendum michelin bien moins connu lorenzetti  ,1.2091847782614575,1
merci cette prose julien ,2.291495295591897,0
c’est régal retrouver trace style n’est sans rappeler illustres prédécesseurs denis lalanne jacques carducci auvergnat comme nom l’indique journal l’equipe ,1.203969725372284,1
fond oui fier année après année philosophie développée club c’est s’écartant cette ligne conduite toulouse illustre prédecesseur s’est mis cochon maïs ,1.5648195861175718,1
bonne continuation  profond respect  ,2.9042055334688355,0
centre formation rct porte bien  aller toulon ❤️ ,2.2023901141392117,0
parfaitement bien placé savoir toulon forme très bons joueurs juste dommage savoir mieux conserver js ,1.4793941646373496,1
finalement pense toutes critiques ridicules envers l’asm n’est qu’une question jalousie car nombreux clubs aimeraient avoir palmarès laissons petites gens nourrir médiocrité soutenons ceux aiment jouer beau rugby car nombreux toute force amitié ,1.0123204889909099,1
clermont a fait match réconcilie rugbyquant l’autre demifinale j’ai arrêté regarder mitempset supporters jaunards extraordinaires gentillesseeux vrais ,1.1499759540459444,1
bravo cette lettre énonce vérité  bravo cette équipe clermont mérite tout respect effectivement joueurs l’équipe d’encadrement dirigeante force admiration vu constance cette équipe vu jeu qu’elle propose ,1.4927236092898941,1
pouvons souhaiter victoire dimanche car redorerait blason rugby français vantant mérites jeu résolument offensif ,1.3102216412478989,1
bonne chance dimanche vrai meilleur gagne ,2.889576154206035,0
clermont rugby m’intéresse plus depuis l’argent joueurs difformes dopage qu’on veut masquer tout prix pathétique rentrededans aussi mise ici c’est rugby 13 d’avant où courses d’ailiers  puis médiatisation outrance l’argent roi encore ,0.8685542497132207,1
bonjour ,5.49087026423508,0
après match finaleje vais mettre 1 bouquet fleurs jaune bleu tombe grand père louis 1 13 fousfurieux fana sport deciderent 1 jour 1911 créer 1 association nommée ,1.0097791062709602,1
michelin ,5.157291765195343,0
j’aime pertinence analyse effet clermont possède très belle équipe a su renouveler qualité depuis nombreuses années revanche j’apprécie moins c’est critique trop facile différents styles jeu j’étais vélodrome vendredi samedi deux demifinales certes clermontracing plus spectaculaire rude opposition entre toulon rochelle charme proposait autre facette rugby sport nul autre pareil précisément parce qu’aucun match ressemble autre ,0.7551823473623738,1
bravo cet article ,2.990883409227229,0
j’en profite souligner médiocrité l’equipe ,2.013696957404664,0
qualifier rougerie « roi loose »  c’est ,3.2440243853049417,0
rien connaître parcours rougerie ,2.5231271716431376,0
insultant ,4.0319992079109195,0
rien connaître l’anglais non plus  écrit lose non loose veut dire détendu relaché ,1.8360962150716318,0
a bien longtemps toute façon l’information qualité matière rugby trouve ailleurs ,1.7306434850076637,0
tout supporter sf vois bien clermont aller bout coup là notamment grâce jeunes ,1.7620446988215692,0
malgré toute sympathie j’ai guirado ,2.5491369571094036,0
pauvre  dis pauvre car bien connaissant rien fortune vois c’est surtout l’esprit manque  ,1.3559359099482042,1
parlez valeurs alors mettez cause l’arbitrage  pourtant vidéo  défavorable champions …… besoin lire plus avant prose  n’êtes place devriez rester  tout simplement âne  ,1.3128954191163529,1
c’et philippe  ,5.043202756643683,0
voici commentaire autrement plus intelligent qu’écrit richard escot assez régulièrement oui… espère clermont l’ubb rochelle stade français puissent inspirer rugby français longtemps espère toulon retour d’un bon tacticien puisse réhabiliter jeu aussi vern cotter montpellier ,0.8192306847719985,1
c’est bizzare genre propos parce si pense c’est meilleur saison doit remporter titre alors faut changer règle comme propose crois laporte  c’est premier classement gagne trouve çà bien ,1.7646381123596955,0
si conserve règle actuelle alors dénigre façon systématique équipes retrouvent finale voire gagnent finale alors qu’ils n’ont extraordinaires toute saison mentalement trouvé ressources être c’est quand filigranne sens toutes critiques qu’on peut lire partout moment ,1.0137584118523013,1
peutêtre fautil jouer match toulon déclare forfait clermont gagne enfin pense qu’on a rendu justice  ,1.3855172963384919,1
ceci dit j’ai hâte galthier arrive analyse jeu actuel toulon disent comment compte faire évoluer ,1.472259866385466,1
tout coeur l’asm – fin fond l’asie l’honneur rugby champagne ,2.149159069731021,0
peut aussi remarquer depuis titre l’asm 2010 toulon a perdu beaucoup plus finales top 14  trois contre seule l’asm … ,1.543373884596255,1
présent stade vélodrome j’ai beaucoup apprécié l’entrain l’état d’esprit tous… glisserais bien ici petit mot monsieur mermet qu’on voit plus mérite croyez tout autant félicitations bravo l’asm club d’enfance école rugby vie ro ,1.0284447840476703,1
 roland andré gagnevain voir réponse message plus haut plus bas car maîtrise l’emplacement commentaire ,1.7265188049035929,0
commence lhermet mermet…etc… ,4.372463398962019,0
cordialement ,2.353706586346316,0
1 phases finales dose d’incertitude sel l’adn rugby français ,2.2681697335953293,0
2 si sport meilleurs gagnait tout temps logique respectée 100 peu regarder spectacle connu d’avance bref n’est mathématiques ,1.2482842307571158,1
3 l’intérêt vient variété match opposant 2 styles différents plus captivant qu’un combat clones j’ai dit clowns ,1.8225803558489142,0
ps etrange mélange supporter base l’arbitrage vidéo manichéisme bonsles méchants ,2.0317538964434356,0
supporter phylémon c’est tout contraire nice tout simplement j’aime rugby j’y joué niveau plus décentje l’ai suivi pendant longues années reporter l’equipe m’en occupé directeur club nice pendant 3 ans toujours beaucoup d’intérêt peux préciser montferrand l’époque où jouais m’intéressait club sans saveur ,1.132918016139028,1
m’emballe clermont d’aujourd’hui comme emballé montpellier galthiébéchu toulon laporte d’autres raisons jeu d’ailleurs… peu importe lieu club couleurs l’histoire quand rugby si bien joué quand a point sens peut qu’être conquis…alors forcément c’est coeur parle c’est cap pensée tracée d’une certaine façon… m’oblige personne suivre js ,1.032099295324946,1
merci cette lettre franck azema entraineur l’ asm car traduit beaucoup sentiments rugby n’aurai pu écrire autant maitrise  ,1.6852092488441146,1
racisme régional véhiculent certains clubs gênecontinuez a dénigrer l’ auvergne nombreuses défaites finale l’ asm joue bien rugby depuis longtemps manifeste joie considération adversaire exprime peine humilité quand souffre ,1.1030631655203966,1
donner l’occasion a certains critiquer fait part indignation l’arbitrage incohérent démagogique ,1.8545412245348813,0
masoé devait être expulsé ,2.9581588860549712,0
bonne finale ,3.729781048369417,0
j’aurais aimé avoir écrit cette lettre car exprime tout ressens ,1.9070303514876308,0
toulousain supporter stade comment quel stade  depuis longtemps également supporter clermont n’a palmarès club mérite ,1.4564877443891346,1
temps ça change attendant stade toulousain retrouve assise ,2.148141672658467,0
deuxième coupe d’europe c’est magnifique résultat regard l’opposition ,1.5891987923417585,1
top14 d’hésitation c’est première place clermont valeurs ,1.4701606849196676,1
lhermet mermet ,5.42025718544568,0
daniel mermet dorénavant anime « là bas si j’y » internet abonnement payant occupait voici quelques années tranche horaire l’aprèsmidi france inter d’où mme hernotte l’a viré sans trop ménagement ,1.5180498820028507,1
jean marc lhermet n’opère effectivement plus secteur sportif l’asm depuis cette année n’ a viré l’asm comme comme mermet fi ,1.7971391186203418,0
poste parait toutefois assez flou lecture l’article a consacré journal local voici quelques jours cf ,1.8279443205899142,0
 ,inf,0
holdup réalisé toulon lors match contre rochelais insupportable …a croire vainqueur désigné »avance coups sifflets weekend devaient influencer matchs voir s’affronter équipe parisienne contre équipe mercenaires dimanche prochain…l’asm a changé plans certains décideurs …et club mérite victoire…allez jaunes bleus rochelais derrière …et chanteront stade france  ,0.8263122134906199,1
heu… ,7.730038037215779,0
crois aussi américains n’ont marché lune 11 septembre a tourné hollywood ,1.929135554404801,0
souhaite tous amoureux rugby toutes équipes voir leurs champions participer autant finales l’ asm certes récompensés juste valeurce n’est avis facile voir qu’ils mettent coeur sueur… parviendront c’est certain fois qu’ils gouté risquent d’y prendre gout attention années venir ,0.8573026631147626,1
a dimanche régalez comme d’habitude ,3.2765817558649806,0
grenoblois amoureux l’auvergne ,2.685518726541334,0
encore très anti racing valide complot bitterois confondant dire clermont grande équipe c’est fait dire qu’ils fait grande saison aussi rajouter nouveau autres clubs particulier racing toulon montre côté partisan cette lettre j’applaudis performances l’asm n’a besoin cracher autres clubs arbitres être grande critiquer l’arbitre t’il l’essence l’esprit rugby l’asm j’en doute information espoirs racing champion france lorenzetti a sûrement acheté l’arbitre  ,0.7685997946196108,1
c’est l’usap champion france espoir élite racing n’est champion groupe b n’a rien voir… ,1.5689605787075322,1
très grand merci cette analyse dites tout…partisan crois n’en déplaise nathalie revallier qu’elle regarde 12 finale l’an dernier dise pourquoi l’essai fofana a refusé…je n’irai plus loin écrits l’équipe traite loosers fainéantssont inadmissibles commentaires lors matchs idem…oui auvergne oui alors…on traite bouseux……nous l’habitude a peu marre fière d’y habiter valeurs ,0.8961024435365341,1
incroyable certains commentaires croire gens prennent temps lire… ,1.9127134763125404,0
cette gentille lettre écrite niçois non auvergnat ,2.4294683705936055,0
peut donc être taxé partipris ,2.9103010961339,0
exprime juste admiration saison l’asm entraîneur ,2.0494859295020476,0
reste normal supporter équipe rugby malgré l’arrivée l’argent garde encore état d’esprit globalement exemplaire ,1.9670019177316909,0
l’allier supporte l’asm depuis toujours vécu 20 ans paris j’ai connu qu’était railleries venir cette belle région qu’est l’auvergne pendant 20 ans ,1.1522557750702094,1
alors dîtes qu’ils n’ont d’humour quand répète depuis lustres qu’ils éternellement battus finale ,1.8792404353441314,0
plaisanteries meilleures plus courtes ,2.3250435672830245,0
sais c’est facile si vrai ,3.7542028529275964,0
bonne finale meilleur gagne ,3.075948374751373,0
merci mr js ,4.783398358737183,0
clermont joue bien toulon gagne ,2.888289668475904,0
ben cette fois a photo…………bravo quand meme amis toulonnais « pourri »……la vie jusqu’a dernière seconde…mais c’est ça rugby a l’année prochaine ,1.4804911986139835,1
terrible taupe14 12 charcutiers j’ai essayé suivre autre j’ai renoncé voir apparemment meilleure  ,1.616921889499517,1
souhaite bon courage jaunards s’ils jouent  toulonnais pense vont envoyer l’artillerie lourde tout finesse style passes parpaings style buffet chaud buffet froid richard escot pourra savourer quateb follie matthieu l’apport 3eme ligne ligne 34 mamuka passes sautés légendaires vista bien l’angle ,1.1170580079534307,1
intervalles pris toulonais comme président prend recul rapport l’arbitrage finale perdue l’année dernière ,1.4058119219554854,1
n’y a résultat compte ,2.7721008282531145,0
ah bon pensais l’on jouait gloire  ,2.788889179505751,0
bien qu’il faut gagner retrancher « n’y a résultat compte » va donner bonne excuses joueurs présidents coachs tous excès ah c’est déjà cas…merci l’explication ,1.4021404188448068,1
bravo franck brennus a équipe mérité tous alors  ,2.2089100169427796,0
merdemerde ,6.016349935208048,0
merci cet article fait chaud cœur d’un supporter longue date l’asm ,1.5747967711745314,1
merci l’asm jeu magnifique contribue faire évoluer beau sport qu’est rugby ,1.6119973984343934,1
merci autres grandes équipes françaises participer cette évolution tenter réussir quelquefois a battre l’asm ,1.204429800439644,1
tant respect jeu joueurs quolibets bonne guerre ,2.4754493725028843,0
c’est cet humour jeu proposent chacune style grandes équipes françaises font aller stade…et peu plus depuis l’asm l’équipe battre ,1.478335873683856,1
sent cri coeur personnellement reste marbre lisant prose certes parfaitement raison clermont très grand club lequel j’ai plus grand respect probablement jeu plus léché constance plus haut niveau force l’admiration vais faire aveu clermont fait rêver parce clermont sait gagner quand faut parce »à pondération clermontoise préfère l’éruption toulonnaise vrai excès trop grande constance derniers temps peut révéler lassante plus ardents supporters ,0.7547437358653478,1
ailleurs trouvé rochelle toulon déprimant j’y plutôt vu match bourré d’intensité âpre sans envolées lyriques combat tous instants constitue aussi l’adn rugby final toute beauté ,1.5888505338273025,1
enfin non clermont mérite plus qu’un autre victoire dimanche seul vainqueur l’aura mérité ,1.733781759669998,0
alors si dimanche toulon l’emporte cette victoire beauté celui s’en revient d’entre morts si clermont vainqueur manière parce clermont sait faire autrement fois logique respectée c’est tout mal souhaite tant vrai place jaude aussi a droit d’exulter après 80e minute  ,0.7869133732467166,1
alors bonne finale meilleur gagne bien ,2.676903065252234,0
supporter très longue date auvergnat souche aussi loin regarde arrière remercie cet hommage exceptionnel amplement mérité envoie monsieur azéma  c’est quelqu’un cet homme ,1.334619820471691,1
merci avoir su trouver mots justes résumer merveille ressentons club joueurs staff pensée vern passage brock tous autres anciens mouillé vaillamment beau maillot ,1.359909024180644,1
torchon l’équipe roro national l’ai lu d’ailleurs j’ai arrêté lire regarder média dès connaissance cet outrage sûrement quelque frustré a perdu occasion faire me… ,1.2341750794274784,1
sachez chose monsieur tous présidents dirigeants grande gueule france tous « good game » camarades anglosaxons enlèveront jamais émotions fortes procurent jaunes bleus tout long l’année faire partie yellow army fierté peu importe résultat finalement meilleurs cœurs beau jeu c’est chez ça déjà c’est plus belle victoires french flair avant c’était toulouse aujourd’hui c’est clermont  ,0.8887321507016487,1
allez l’asm faites l’immense plaisir faire tomber l’ogre brutal toulonnais dimanche prochain rct a assez gagné place autres place ,1.819914460939338,0
l’ogre brutal toulonnais lol va dire ça joueur expulsé van der merwe  bon jeune francais issu centre formation ahahahaahh ,1.8060567485370238,0
marquez point farci83 certes geste vilain reconnaîtrez j’espère coup corde linge n’est marque fabrique l’asm désolé d’avoir touché corde sensible évoquant certaine brutalité varoise dois admettre d’ailleurs depuis départ bakies botha rct presque devenu équipe poètes​ ,0.9140315633572732,1
allez sans rancune cela reste sport meilleure équipe gagne  ,1.9897947938709903,0
partage complètement journalistes oublié a bien longtemps faire travail d’intérêt rugbystique voir derrière travail franck avancée majeure l’avenir rugby l’intégration jeunes plein talent culot oublier raka liste ,1.3004576078336403,1
souhaite toulon relever niveau avant défi ,1.9123919747647784,0
« d’être champion l’auvergnat… » comme dit chanson 😉 ,3.0907499253034607,0
pu éviter sexisme ordinaire utilisant « putain » lettre gagner beauté ,1.8440300334375812,0
« roi loose » ,6.094667034624511,0
mdr ca veut rien dire ,2.920204961125642,0
quelle accumulation bêtises brutalité rct complot ffr arbitrage complaisant carton rouge injustifié saisje quelques posts remorque d’un billet d’un frustré niçois n’a jamais pu connaitre ferveur public ni fierté porter maillot frappé muguet toulon a l’habitude d’avoir france entière contre n’est cri jalousie plus fera trembler ,0.7755052722483907,1
jaunards favoris grand bien fasse tant mieux toulon n’est jamais aussi fort moments là si clermont gagne l’auront mérité monsieur js si cherchez notes artistiques allez plutôt voir côté patinage rugby sport combat faut gagner celuici point barre clermontois méritent tellement analyse pauvre conseille d’en écrire jour d’ici finale histoire chauffer peu vestiaire rc toulon ,0.7887148638354307,1
nb  déjà brennus cette saison crabos conservent titre champions france acquis 2016 ,1.6704985294423031,1
regret fairplay légendaire public mayol va manquer dimanche ,2.1371664344389347,0
rugby nice n’a existé grâce rugby club toulonnais savez bien rien cela devriez respecter peu club lieu d’hurler loups commentaire a autant sens ,1.4251121085289835,1
public mayol n’est fairplay franchement « s’en cague » cela fait partie folklore local ,2.5391214603303833,0
contre j’ai entendu beaucoup sifflets lors pénalité rct a suivi carton rouge o’connor surement toulonnais… ,1.2451926772840238,1
guy porté maillot frappé muguet seraitce qu’un maillot rugby terrain  j’ai porté celui rrc nice pendant longues années cela suffit bonheur commentaire n’a aucun sens donne rdv dès demain blog lettre l’entraîneur toulon js ,0.8976027837643518,1
rugby nice n’a existé grâce rugby club toulonnais savez bien rien cela devriez respecter peu club lieu d’hurler loups commentaire a autant sens ,1.4251121085289835,1
enfin guy où voyez manque respect rct  renseignez mieux c’est assez facile savoir… ,2.163900448153341,0
si respectiez club pu modérer quelques abrutis forum dont voici quelques extraits  ,1.620092045803309,1
1vous quelle région  toulon  parce qu’avec moralisation 2 balles arrogance pareil ça m’étonnerais … ,1.6720437292250738,1
2je souhaite laminer cette équipe rct cette année n’a rien démontrée  ,2.1627715540593018,0
3et supporters jaunards extraordinaires gentillesseeux vrais ,1.836052342355263,0
champion champions prix nobel l’analyse  ,3.4173378594256847,0
4le holdup réalisé toulon lors match contre rochelais insupportable …a croire vainqueur désigné »avance coups sifflets weekend devaient influencer matchs voir s’affronter équipe parisienne contre équipe mercenaires dimanche prochain… ,1.0403682424720886,1
blog devient nauséabond… raison sagamore qu’estce galtouse va faire club  ,1.695591482049471,1
bonjour intervention pertinente pleine bon sens j’espère rc nice reviendra scène rugby pro car fin années 70 j’aimais beaucoup cette équipe mélange force d’adressesalutations thierry bichat ,1.1013175728621702,1
